Designator,Mid X,Mid Y,Rotation,Layer
D1,164.0,-48.0,180.0,top
J1,145.81,-48.14,270.0,bottom
J2,145.81,-71.0,270.0,bottom
J9,163.95,-60.5,90.0,bottom
R1,160.0,-48.0,180.0,top
SW1,151.008751,-96.015226,0.0,top
