Designator,Mid X,Mid Y,Rotation,Layer
D1,164.0,-48.0,180.0,top
J1,145.81,-48.14,270.0,bottom
J2,145.81,-71.0,270.0,bottom
J9,163.95,-60.5,90.0,bottom
R1,160.0,-48.0,180.0,top
SW1,163.957476,-60.504548,0.0,top
SW2,163.979676,-78.415198,0.0,top
SW3,163.954276,-96.325848,0.0,top
SW4,163.928876,-114.236498,0.0,top
SW5,163.930476,-132.147148,0.0,top
